ADDRESS_STATE,OFFER_PRODUCT,OFFER_CHANNEL,BUREAU,EXPECTED_INHOME_DATE,UNIQUE_RESERVATION_CODE_COUNT,UNIQUE_APPLICANTS,UNIQUE_APPROVED,UNIQUE_FUNDED,RESPONSE_RATE_PCT,APPROVAL_RATE_PCT,FUND_RATE_PCT
NV,ILP,STORE,LN,2/3/2025,93,0,0,0,0,0,0
NV,ILP,STORE,TU,2/3/2025,652,6,3,2,0.92,0.46,0.31
OH,ILP,OMNI,TU,2/3/2025,474,2,2,0,0.42,0.42,0
OH,ILP,STORE,FT,2/3/2025,33,0,0,0,0,0,0
OH,ILP,STORE,LN,2/3/2025,4,0,0,0,0,0,0
OK,ILP,OMNI,FT,2/3/2025,2079,23,14,11,1.11,0.67,0.53
OK,ILP,OMNI,LN,2/3/2025,25,0,0,0,0,0,0
OK,ILP,OMNI,TU,2/3/2025,12228,39,34,24,0.32,0.28,0.2
OK,ILP,STORE,FT,2/3/2025,927,17,12,11,1.83,1.29,1.19
OK,ILP,STORE,LN,2/3/2025,556,3,3,3,0.54,0.54,0.54
OK,ILP,STORE,TU,2/3/2025,595,9,9,9,1.51,1.51,1.51
RI,PDL,STORE,FT,2/3/2025,28,0,0,0,0,0,0
RI,PDL,STORE,TU,2/3/2025,251,1,1,1,0.4,0.4,0.4
SC,LOC,OMNI,FT,2/3/2025,442,5,5,4,1.13,1.13,0.91
SC,LOC,OMNI,LN,2/3/2025,97,1,1,1,1.03,1.03,1.03
SC,LOC,OMNI,TU,2/3/2025,35158,92,83,71,0.26,0.24,0.2
SC,LOC,STORE,FT,2/3/2025,3348,45,31,31,1.34,0.93,0.93
SC,LOC,STORE,LN,2/3/2025,1317,11,8,8,0.84,0.61,0.61
SC,LOC,STORE,TU,2/3/2025,1950,15,10,10,0.77,0.51,0.51
TN,LOC,OMNI,FT,2/3/2025,119,0,0,0,0,0,0
TN,LOC,OMNI,LN,2/3/2025,28,0,0,0,0,0,0
TN,LOC,OMNI,TU,2/3/2025,25839,62,51,40,0.24,0.2,0.15
TN,LOC,STORE,FT,2/3/2025,934,11,7,6,1.18,0.75,0.64
TN,LOC,STORE,LN,2/3/2025,811,4,3,3,0.49,0.37,0.37
TN,LOC,STORE,TU,2/3/2025,1543,7,3,3,0.45,0.19,0.19
TX,ILP,OMNI,FT,2/3/2025,23045,155,111,96,0.67,0.48,0.42
TX,ILP,OMNI,LN,2/3/2025,253,2,1,1,0.79,0.4,0.4
TX,ILP,OMNI,TU,2/3/2025,63714,165,156,105,0.26,0.24,0.16
TX,ILP,STORE,FT,2/3/2025,37652,335,176,152,0.89,0.47,0.4
TX,ILP,STORE,LN,2/3/2025,3919,17,13,10,0.43,0.33,0.26
TX,ILP,STORE,TU,2/3/2025,12306,55,44,35,0.45,0.36,0.28
UT,ILP,ONLINE,FT,2/3/2025,168,2,0,0,1.19,0,0
UT,ILP,ONLINE,LN,2/3/2025,30,0,0,0,0,0,0
UT,ILP,ONLINE,TU,2/3/2025,2176,5,4,3,0.23,0.18,0.14
WI,ILP,OMNI,FT,2/3/2025,1122,5,4,4,0.45,0.36,0.36
WI,ILP,OMNI,LN,2/3/2025,19,0,0,0,0,0,0
WI,ILP,OMNI,TU,2/3/2025,12627,22,13,8,0.17,0.1,0.06
WI,ILP,STORE,FT,2/3/2025,1175,7,3,3,0.6,0.26,0.26
WI,ILP,STORE,LN,2/3/2025,339,0,0,0,0,0,0
WI,ILP,STORE,TU,2/3/2025,483,0,0,0,0,0,0
WY,PDL,STORE,FT,2/3/2025,33,1,0,0,3.03,0,0
WY,PDL,STORE,TU,2/3/2025,89,0,0,0,0,0,0
AL,ILP,OMNI,TU,2/17/2025,6635,47,47,44,0.71,0.71,0.66
AL,ILP,STORE,FT,2/17/2025,46,1,0,0,2.17,0,0
AL,ILP,STORE,LN,2/17/2025,3,0,0,0,0,0,0
CA,PDL,STORE,FT,2/17/2025,9132,58,44,37,0.64,0.48,0.41
CA,PDL,STORE,LN,2/17/2025,6,0,0,0,0,0,0
CA,PDL,STORE,TU,2/17/2025,13542,42,39,36,0.31,0.29,0.27
DE,ILP,OMNI,FT,2/17/2025,559,3,2,2,0.54,0.36,0.36
DE,ILP,OMNI,LN,2/17/2025,10,0,0,0,0,0,0
DE,ILP,OMNI,TU,2/17/2025,2719,3,2,2,0.11,0.07,0.07
DE,ILP,STORE,FT,2/17/2025,484,1,1,1,0.21,0.21,0.21
DE,ILP,STORE,LN,2/17/2025,167,2,2,2,1.2,1.2,1.2
DE,ILP,STORE,TU,2/17/2025,188,0,0,0,0,0,0
FL,ILP,OMNI,FT,2/17/2025,1956,18,4,4,0.92,0.2,0.2
FL,ILP,OMNI,LN,2/17/2025,50,0,0,0,0,0,0
FL,ILP,OMNI,TU,2/17/2025,15653,45,28,19,0.29,0.18,0.12
FL,ILP,STORE,FT,2/17/2025,54,0,0,0,0,0,0
FL,ILP,STORE,LN,2/17/2025,137,1,0,0,0.73,0,0
FL,ILP,STORE,TU,2/17/2025,3982,13,9,9,0.33,0.23,0.23
IA,PDL,STORE,FT,2/17/2025,275,1,1,1,0.36,0.36,0.36
IA,PDL,STORE,TU,2/17/2025,663,1,1,0,0.15,0.15,0
ID,ILP,OMNI,FT,2/17/2025,322,0,0,0,0,0,0
ID,ILP,OMNI,LN,2/17/2025,10,0,0,0,0,0,0
ID,ILP,OMNI,TU,2/17/2025,1201,1,1,1,0.08,0.08,0.08
ID,ILP,STORE,FT,2/17/2025,315,2,0,0,0.63,0,0
ID,ILP,STORE,LN,2/17/2025,144,0,0,0,0,0,0
ID,ILP,STORE,TU,2/17/2025,159,0,0,0,0,0,0
IN,PDL,STORE,FT,2/17/2025,490,1,0,0,0.2,0,0
IN,PDL,STORE,LN,2/17/2025,3,0,0,0,0,0,0
IN,PDL,STORE,TU,2/17/2025,2126,3,1,1,0.14,0.05,0.05
KS,LOC,OMNI,FT,2/17/2025,515,6,4,4,1.17,0.78,0.78
KS,LOC,OMNI,LN,2/17/2025,24,0,0,0,0,0,0
KS,LOC,OMNI,TU,2/17/2025,8981,16,15,13,0.18,0.17,0.14
KS,LOC,STORE,FT,2/17/2025,533,0,0,0,0,0,0
KS,LOC,STORE,LN,2/17/2025,515,2,1,1,0.39,0.19,0.19
KS,LOC,STORE,TU,2/17/2025,387,0,0,0,0,0,0
KY,PDL,STORE,FT,2/17/2025,118,1,1,1,0.85,0.85,0.85
KY,PDL,STORE,LN,2/17/2025,2,0,0,0,0,0,0
KY,PDL,STORE,TU,2/17/2025,1630,3,1,0,0.18,0.06,0
LA,PDL,STORE,FT,2/17/2025,1610,10,10,9,0.62,0.62,0.56
LA,PDL,STORE,LN,2/17/2025,5,0,0,0,0,0,0
LA,PDL,STORE,TU,2/17/2025,5473,15,15,14,0.27,0.27,0.26
MI,PDL,STORE,FT,2/17/2025,636,5,4,4,0.79,0.63,0.63
MI,PDL,STORE,LN,2/17/2025,5,0,0,0,0,0,0
MI,PDL,STORE,TU,2/17/2025,5932,12,8,7,0.2,0.13,0.12
MO,ILP,OMNI,FT,2/17/2025,3796,16,12,10,0.42,0.32,0.26
MO,ILP,OMNI,LN,2/17/2025,107,0,0,0,0,0,0
MO,ILP,OMNI,TU,2/17/2025,19002,36,29,25,0.19,0.15,0.13
MO,ILP,STORE,FT,2/17/2025,2439,10,8,6,0.41,0.33,0.25
MO,ILP,STORE,LN,2/17/2025,1134,5,4,2,0.44,0.35,0.18
MO,ILP,STORE,TU,2/17/2025,3128,7,6,6,0.22,0.19,0.19
MS,ILP,OMNI,FT,2/17/2025,4512,56,49,43,1.24,1.09,0.95
MS,ILP,OMNI,LN,2/17/2025,73,0,0,0,0,0,0
MS,ILP,OMNI,TU,2/17/2025,19582,60,55,43,0.31,0.28,0.22
MS,ILP,STORE,FT,2/17/2025,1152,18,12,11,1.56,1.04,0.95
MS,ILP,STORE,LN,2/17/2025,1107,9,8,8,0.81,0.72,0.72
MS,ILP,STORE,TU,2/17/2025,4743,23,19,18,0.48,0.4,0.38
NV,ILP,OMNI,FT,2/17/2025,2462,25,20,14,1.02,0.81,0.57
NV,ILP,OMNI,LN,2/17/2025,1,0,0,0,0,0,0
NV,ILP,OMNI,TU,2/17/2025,7028,28,22,14,0.4,0.31,0.2
NV,ILP,STORE,FT,2/17/2025,6,0,0,0,0,0,0
NV,ILP,STORE,LN,2/17/2025,92,0,0,0,0,0,0
NV,ILP,STORE,TU,2/17/2025,637,5,4,4,0.78,0.63,0.63
OH,ILP,OMNI,TU,2/17/2025,467,0,0,0,0,0,0
OH,ILP,STORE,FT,2/17/2025,31,0,0,0,0,0,0
OH,ILP,STORE,LN,2/17/2025,4,0,0,0,0,0,0
OK,ILP,OMNI,FT,2/17/2025,2047,10,9,3,0.49,0.44,0.15
OK,ILP,OMNI,LN,2/17/2025,25,0,0,0,0,0,0
OK,ILP,OMNI,TU,2/17/2025,12092,42,38,29,0.35,0.31,0.24
OK,ILP,STORE,FT,2/17/2025,911,5,1,1,0.55,0.11,0.11
OK,ILP,STORE,LN,2/17/2025,552,2,2,1,0.36,0.36,0.18
OK,ILP,STORE,TU,2/17/2025,580,2,1,1,0.34,0.17,0.17
RI,PDL,STORE,FT,2/17/2025,28,0,0,0,0,0,0
RI,PDL,STORE,TU,2/17/2025,250,2,2,2,0.8,0.8,0.8
SC,LOC,OMNI,FT,2/17/2025,429,2,2,2,0.47,0.47,0.47
SC,LOC,OMNI,LN,2/17/2025,97,0,0,0,0,0,0
SC,LOC,OMNI,TU,2/17/2025,34569,80,69,60,0.23,0.2,0.17
SC,LOC,STORE,FT,2/17/2025,3165,21,14,13,0.66,0.44,0.41
SC,LOC,STORE,LN,2/17/2025,1302,10,9,9,0.77,0.69,0.69
SC,LOC,STORE,TU,2/17/2025,1858,5,5,5,0.27,0.27,0.27
TN,LOC,OMNI,FT,2/17/2025,118,0,0,0,0,0,0
TN,LOC,OMNI,LN,2/17/2025,28,0,0,0,0,0,0
TN,LOC,OMNI,TU,2/17/2025,25404,36,30,26,0.14,0.12,0.1
TN,LOC,STORE,FT,2/17/2025,907,2,0,0,0.22,0,0
TN,LOC,STORE,LN,2/17/2025,801,0,0,0,0,0,0
TN,LOC,STORE,TU,2/17/2025,1493,9,6,6,0.6,0.4,0.4
TX,ILP,OMNI,FT,2/17/2025,22652,75,60,47,0.33,0.26,0.21
TX,ILP,OMNI,LN,2/17/2025,248,1,1,1,0.4,0.4,0.4
TX,ILP,OMNI,TU,2/17/2025,62728,152,142,97,0.24,0.23,0.15
TX,ILP,STORE,FT,2/17/2025,36562,214,117,103,0.59,0.32,0.28
TX,ILP,STORE,LN,2/17/2025,3863,13,12,12,0.34,0.31,0.31
TX,ILP,STORE,TU,2/17/2025,12018,38,32,29,0.32,0.27,0.24
UT,ILP,ONLINE,FT,2/17/2025,168,1,1,1,0.6,0.6,0.6
UT,ILP,ONLINE,LN,2/17/2025,30,0,0,0,0,0,0
UT,ILP,ONLINE,TU,2/17/2025,2166,3,3,3,0.14,0.14,0.14
WI,ILP,OMNI,FT,2/17/2025,1084,7,7,7,0.65,0.65,0.65
WI,ILP,OMNI,LN,2/17/2025,19,0,0,0,0,0,0
WI,ILP,OMNI,TU,2/17/2025,12448,20,18,14,0.16,0.14,0.11
WI,ILP,STORE,FT,2/17/2025,1126,6,3,3,0.53,0.27,0.27
WI,ILP,STORE,LN,2/17/2025,336,1,1,1,0.3,0.3,0.3
WI,ILP,STORE,TU,2/17/2025,467,0,0,0,0,0,0
WY,PDL,STORE,FT,2/17/2025,33,0,0,0,0,0,0
WY,PDL,STORE,TU,2/17/2025,88,0,0,0,0,0,0
AL,ILP,OMNI,TU,3/3/2025,12869,95,88,85,0.74,0.68,0.66
AL,ILP,STORE,FT,3/3/2025,46,1,0,0,2.17,0,0
AL,ILP,STORE,LN,3/3/2025,11,0,0,0,0,0,0
CA,PDL,STORE,FT,3/3/2025,48202,258,198,177,0.54,0.41,0.37
CA,PDL,STORE,LN,3/3/2025,9,0,0,0,0,0,0
CA,PDL,STORE,TU,3/3/2025,44282,111,94,82,0.25,0.21,0.19
DE,ILP,OMNI,FT,3/3/2025,1462,5,3,3,0.34,0.21,0.21
DE,ILP,OMNI,LN,3/3/2025,33,0,0,0,0,0,0
DE,ILP,OMNI,TU,3/3/2025,5200,21,17,14,0.4,0.33,0.27
DE,ILP,STORE,FT,3/3/2025,864,8,4,4,0.93,0.46,0.46
DE,ILP,STORE,LN,3/3/2025,477,1,0,0,0.21,0,0
DE,ILP,STORE,TU,3/3/2025,347,2,1,1,0.58,0.29,0.29
FL,ILP,OMNI,FT,3/3/2025,3462,34,10,8,0.98,0.29,0.23
FL,ILP,OMNI,LN,3/3/2025,739,6,4,2,0.81,0.54,0.27
FL,ILP,OMNI,TU,3/3/2025,31115,106,74,56,0.34,0.24,0.18
FL,ILP,STORE,FT,3/3/2025,91,1,1,1,1.1,1.1,1.1
FL,ILP,STORE,LN,3/3/2025,2428,18,11,9,0.74,0.45,0.37
FL,ILP,STORE,TU,3/3/2025,7610,66,38,34,0.87,0.5,0.45
IA,PDL,STORE,FT,3/3/2025,1231,3,3,3,0.24,0.24,0.24
IA,PDL,STORE,TU,3/3/2025,2290,8,8,6,0.35,0.35,0.26
ID,ILP,OMNI,FT,3/3/2025,863,6,5,5,0.7,0.58,0.58
ID,ILP,OMNI,LN,3/3/2025,49,0,0,0,0,0,0
ID,ILP,OMNI,TU,3/3/2025,2554,4,4,1,0.16,0.16,0.04
ID,ILP,STORE,FT,3/3/2025,577,3,2,2,0.52,0.35,0.35
ID,ILP,STORE,LN,3/3/2025,435,0,0,0,0,0,0
ID,ILP,STORE,TU,3/3/2025,537,2,1,1,0.37,0.19,0.19
IN,PDL,STORE,FT,3/3/2025,514,2,2,0,0.39,0.39,0
IN,PDL,STORE,LN,3/3/2025,7,0,0,0,0,0,0
IN,PDL,STORE,TU,3/3/2025,4280,22,18,16,0.51,0.42,0.37
KS,LOC,OMNI,FT,3/3/2025,3061,12,9,8,0.39,0.29,0.26
KS,LOC,OMNI,LN,3/3/2025,418,0,0,0,0,0,0
KS,LOC,OMNI,TU,3/3/2025,18918,42,33,25,0.22,0.17,0.13
KS,LOC,STORE,FT,3/3/2025,1426,9,7,6,0.63,0.49,0.42
KS,LOC,STORE,LN,3/3/2025,1304,3,3,3,0.23,0.23,0.23
KS,LOC,STORE,TU,3/3/2025,777,11,7,6,1.42,0.9,0.77
KY,PDL,STORE,FT,3/3/2025,139,0,0,0,0,0,0
KY,PDL,STORE,LN,3/3/2025,5,0,0,0,0,0,0
KY,PDL,STORE,TU,3/3/2025,3245,13,7,4,0.4,0.22,0.12
LA,PDL,STORE,FT,3/3/2025,10636,65,57,54,0.61,0.54,0.51
LA,PDL,STORE,LN,3/3/2025,14,0,0,0,0,0,0
LA,PDL,STORE,TU,3/3/2025,13618,34,31,28,0.25,0.23,0.21
MI,PDL,STORE,FT,3/3/2025,3106,18,14,11,0.58,0.45,0.35
MI,PDL,STORE,LN,3/3/2025,10,0,0,0,0,0,0
MI,PDL,STORE,TU,3/3/2025,18171,51,48,47,0.28,0.26,0.26
MO,ILP,OMNI,FT,3/3/2025,10095,38,27,25,0.38,0.27,0.25
MO,ILP,OMNI,LN,3/3/2025,533,2,1,0,0.38,0.19,0
MO,ILP,OMNI,TU,3/3/2025,33595,98,89,69,0.29,0.26,0.21
MO,ILP,STORE,FT,3/3/2025,5980,32,16,15,0.54,0.27,0.25
MO,ILP,STORE,LN,3/3/2025,3792,11,9,7,0.29,0.24,0.18
MO,ILP,STORE,TU,3/3/2025,5597,35,26,23,0.63,0.46,0.41
MS,ILP,OMNI,FT,3/3/2025,12554,107,83,75,0.85,0.66,0.6
MS,ILP,OMNI,LN,3/3/2025,756,0,0,0,0,0,0
MS,ILP,OMNI,TU,3/3/2025,37679,104,103,77,0.28,0.27,0.2
MS,ILP,STORE,FT,3/3/2025,5118,70,42,38,1.37,0.82,0.74
MS,ILP,STORE,LN,3/3/2025,4359,23,16,13,0.53,0.37,0.3
MS,ILP,STORE,TU,3/3/2025,7957,39,32,29,0.49,0.4,0.36
NV,ILP,OMNI,FT,3/3/2025,6629,46,34,20,0.69,0.51,0.3
NV,ILP,OMNI,LN,3/3/2025,16,0,0,0,0,0,0
NV,ILP,OMNI,TU,3/3/2025,14728,62,56,30,0.42,0.38,0.2
NV,ILP,STORE,FT,3/3/2025,483,10,5,3,2.07,1.04,0.62
NV,ILP,STORE,LN,3/3/2025,213,1,1,1,0.47,0.47,0.47
NV,ILP,STORE,TU,3/3/2025,1441,9,5,4,0.62,0.35,0.28
OH,ILP,OMNI,TU,3/3/2025,466,3,2,1,0.64,0.43,0.21
OH,ILP,STORE,FT,3/3/2025,31,0,0,0,0,0,0
OH,ILP,STORE,LN,3/3/2025,4,0,0,0,0,0,0
OK,ILP,OMNI,FT,3/3/2025,6063,33,30,20,0.54,0.49,0.33
OK,ILP,OMNI,LN,3/3/2025,155,0,0,0,0,0,0
OK,ILP,OMNI,TU,3/3/2025,22873,112,100,71,0.49,0.44,0.31
OK,ILP,STORE,FT,3/3/2025,2720,19,15,13,0.7,0.55,0.48
OK,ILP,STORE,LN,3/3/2025,1654,10,4,3,0.6,0.24,0.18
OK,ILP,STORE,TU,3/3/2025,1699,16,13,10,0.94,0.77,0.59
RI,PDL,STORE,FT,3/3/2025,168,1,1,0,0.6,0.6,0
RI,PDL,STORE,TU,3/3/2025,1241,2,1,1,0.16,0.08,0.08
SC,LOC,OMNI,FT,3/3/2025,2155,8,6,5,0.37,0.28,0.23
SC,LOC,OMNI,LN,3/3/2025,979,5,4,2,0.51,0.41,0.2
SC,LOC,OMNI,TU,3/3/2025,62932,190,157,124,0.3,0.25,0.2
SC,LOC,STORE,FT,3/3/2025,6558,43,25,24,0.66,0.38,0.37
SC,LOC,STORE,LN,3/3/2025,2900,14,12,11,0.48,0.41,0.38
SC,LOC,STORE,TU,3/3/2025,3349,28,19,15,0.84,0.57,0.45
TN,LOC,OMNI,FT,3/3/2025,1125,3,3,3,0.27,0.27,0.27
TN,LOC,OMNI,LN,3/3/2025,377,1,1,1,0.27,0.27,0.27
TN,LOC,OMNI,TU,3/3/2025,49428,107,92,69,0.22,0.19,0.14
TN,LOC,STORE,FT,3/3/2025,2304,18,13,12,0.78,0.56,0.52
TN,LOC,STORE,LN,3/3/2025,2166,2,1,1,0.09,0.05,0.05
TN,LOC,STORE,TU,3/3/2025,2945,19,11,11,0.65,0.37,0.37
TX,ILP,OMNI,FT,3/3/2025,63410,217,180,130,0.34,0.28,0.21
TX,ILP,OMNI,LN,3/3/2025,1822,10,8,6,0.55,0.44,0.33
TX,ILP,OMNI,TU,3/3/2025,119324,314,298,192,0.26,0.25,0.16
TX,ILP,STORE,FT,3/3/2025,63890,440,250,211,0.69,0.39,0.33
TX,ILP,STORE,LN,3/3/2025,16993,74,60,47,0.44,0.35,0.28
TX,ILP,STORE,TU,3/3/2025,23093,109,87,62,0.47,0.38,0.27
UT,ILP,ONLINE,FT,3/3/2025,168,1,1,1,0.6,0.6,0.6
UT,ILP,ONLINE,LN,3/3/2025,30,0,0,0,0,0,0
UT,ILP,ONLINE,TU,3/3/2025,2163,10,9,6,0.46,0.42,0.28
WI,ILP,OMNI,FT,3/3/2025,2812,14,8,8,0.5,0.28,0.28
WI,ILP,OMNI,LN,3/3/2025,101,1,1,1,0.99,0.99,0.99
WI,ILP,OMNI,TU,3/3/2025,22731,65,55,41,0.29,0.24,0.18
WI,ILP,STORE,FT,3/3/2025,2022,10,5,5,0.49,0.25,0.25
WI,ILP,STORE,LN,3/3/2025,923,2,1,1,0.22,0.11,0.11
WI,ILP,STORE,TU,3/3/2025,1844,6,3,3,0.33,0.16,0.16
WY,PDL,STORE,FT,3/3/2025,140,1,1,1,0.71,0.71,0.71
WY,PDL,STORE,TU,3/3/2025,527,3,3,3,0.57,0.57,0.57
AL,ILP,OMNI,TU,3/17/2025,6232,44,39,37,0.71,0.63,0.59
AL,ILP,STORE,LN,3/17/2025,8,0,0,0,0,0,0
CA,PDL,STORE,FT,3/17/2025,38797,198,157,144,0.51,0.4,0.37
CA,PDL,STORE,LN,3/17/2025,3,0,0,0,0,0,0
CA,PDL,STORE,TU,3/17/2025,30655,52,45,38,0.17,0.15,0.12
DE,ILP,OMNI,FT,3/17/2025,879,5,5,5,0.57,0.57,0.57
DE,ILP,OMNI,LN,3/17/2025,23,0,0,0,0,0,0
DE,ILP,OMNI,TU,3/17/2025,2475,0,0,0,0,0,0
DE,ILP,STORE,FT,3/17/2025,362,2,2,2,0.55,0.55,0.55
DE,ILP,STORE,LN,3/17/2025,309,1,0,0,0.32,0,0
DE,ILP,STORE,TU,3/17/2025,159,1,0,0,0.63,0,0
FL,ILP,OMNI,FT,3/17/2025,1501,11,5,4,0.73,0.33,0.27
FL,ILP,OMNI,LN,3/17/2025,687,3,1,1,0.44,0.15,0.15
FL,ILP,OMNI,TU,3/17/2025,15408,48,31,20,0.31,0.2,0.13
FL,ILP,STORE,FT,3/17/2025,37,1,1,1,2.7,2.7,2.7
FL,ILP,STORE,LN,3/17/2025,2275,19,12,11,0.84,0.53,0.48
FL,ILP,STORE,TU,3/17/2025,3599,19,12,10,0.53,0.33,0.28
IA,PDL,STORE,FT,3/17/2025,946,2,1,1,0.21,0.11,0.11
IA,PDL,STORE,TU,3/17/2025,1619,3,3,3,0.19,0.19,0.19
ID,ILP,OMNI,FT,3/17/2025,532,1,1,1,0.19,0.19,0.19
ID,ILP,OMNI,LN,3/17/2025,38,0,0,0,0,0,0
ID,ILP,OMNI,TU,3/17/2025,1347,1,0,0,0.07,0,0
ID,ILP,STORE,FT,3/17/2025,252,1,0,0,0.4,0,0
ID,ILP,STORE,LN,3/17/2025,290,0,0,0,0,0,0
ID,ILP,STORE,TU,3/17/2025,376,1,1,1,0.27,0.27,0.27
IN,PDL,STORE,FT,3/17/2025,28,0,0,0,0,0,0
IN,PDL,STORE,LN,3/17/2025,4,0,0,0,0,0,0
IN,PDL,STORE,TU,3/17/2025,2132,9,8,8,0.42,0.38,0.38
KS,LOC,OMNI,FT,3/17/2025,2511,5,5,5,0.2,0.2,0.2
KS,LOC,OMNI,LN,3/17/2025,392,1,1,1,0.26,0.26,0.26
KS,LOC,OMNI,TU,3/17/2025,9906,18,14,9,0.18,0.14,0.09
KS,LOC,STORE,FT,3/17/2025,870,8,6,6,0.92,0.69,0.69
KS,LOC,STORE,LN,3/17/2025,780,1,1,0,0.13,0.13,0
KS,LOC,STORE,TU,3/17/2025,381,0,0,0,0,0,0
KY,PDL,STORE,FT,3/17/2025,21,0,0,0,0,0,0
KY,PDL,STORE,LN,3/17/2025,3,0,0,0,0,0,0
KY,PDL,STORE,TU,3/17/2025,1613,5,3,3,0.31,0.19,0.19
LA,PDL,STORE,FT,3/17/2025,8953,69,62,60,0.77,0.69,0.67
LA,PDL,STORE,LN,3/17/2025,9,0,0,0,0,0,0
LA,PDL,STORE,TU,3/17/2025,8125,20,18,18,0.25,0.22,0.22
MI,PDL,STORE,FT,3/17/2025,2457,6,4,4,0.24,0.16,0.16
MI,PDL,STORE,LN,3/17/2025,5,0,0,0,0,0,0
MI,PDL,STORE,TU,3/17/2025,12198,22,18,15,0.18,0.15,0.12
MO,ILP,OMNI,FT,3/17/2025,6232,25,19,18,0.4,0.3,0.29
MO,ILP,OMNI,LN,3/17/2025,423,0,0,0,0,0,0
MO,ILP,OMNI,TU,3/17/2025,14578,27,25,19,0.19,0.17,0.13
MO,ILP,STORE,FT,3/17/2025,3514,14,8,8,0.4,0.23,0.23
MO,ILP,STORE,LN,3/17/2025,2633,5,3,2,0.19,0.11,0.08
MO,ILP,STORE,TU,3/17/2025,2464,11,8,6,0.45,0.32,0.24
MS,ILP,OMNI,FT,3/17/2025,7806,44,31,28,0.56,0.4,0.36
MS,ILP,OMNI,LN,3/17/2025,682,2,2,2,0.29,0.29,0.29
MS,ILP,OMNI,TU,3/17/2025,18013,31,25,12,0.17,0.14,0.07
MS,ILP,STORE,FT,3/17/2025,3670,38,26,24,1.04,0.71,0.65
MS,ILP,STORE,LN,3/17/2025,3200,14,13,11,0.44,0.41,0.34
MS,ILP,STORE,TU,3/17/2025,3175,23,16,13,0.72,0.5,0.41
NV,ILP,OMNI,FT,3/17/2025,4141,14,9,6,0.34,0.22,0.14
NV,ILP,OMNI,LN,3/17/2025,15,0,0,0,0,0,0
NV,ILP,OMNI,TU,3/17/2025,7689,27,22,13,0.35,0.29,0.17
NV,ILP,STORE,FT,3/17/2025,473,7,3,3,1.48,0.63,0.63
NV,ILP,STORE,LN,3/17/2025,120,0,0,0,0,0,0
NV,ILP,STORE,TU,3/17/2025,798,4,3,3,0.5,0.38,0.38
OK,ILP,OMNI,FT,3/17/2025,3993,18,13,11,0.45,0.33,0.28
OK,ILP,OMNI,LN,3/17/2025,128,0,0,0,0,0,0
OK,ILP,OMNI,TU,3/17/2025,10770,30,28,22,0.28,0.26,0.2
OK,ILP,STORE,FT,3/17/2025,1790,8,5,3,0.45,0.28,0.17
OK,ILP,STORE,LN,3/17/2025,1092,6,2,1,0.55,0.18,0.09
OK,ILP,STORE,TU,3/17/2025,1121,4,4,4,0.36,0.36,0.36
RI,PDL,STORE,FT,3/17/2025,138,0,0,0,0,0,0
RI,PDL,STORE,TU,3/17/2025,988,2,2,2,0.2,0.2,0.2
SC,LOC,OMNI,FT,3/17/2025,1706,8,5,5,0.47,0.29,0.29
SC,LOC,OMNI,LN,3/17/2025,882,1,1,1,0.11,0.11,0.11
SC,LOC,OMNI,TU,3/17/2025,28292,59,47,35,0.21,0.17,0.12
SC,LOC,STORE,FT,3/17/2025,3319,19,14,14,0.57,0.42,0.42
SC,LOC,STORE,LN,3/17/2025,1578,7,5,5,0.44,0.32,0.32
SC,LOC,STORE,TU,3/17/2025,1485,6,4,4,0.4,0.27,0.27
TN,LOC,OMNI,FT,3/17/2025,997,1,1,1,0.1,0.1,0.1
TN,LOC,OMNI,LN,3/17/2025,346,1,1,1,0.29,0.29,0.29
TN,LOC,OMNI,TU,3/17/2025,23962,43,34,20,0.18,0.14,0.08
TN,LOC,STORE,FT,3/17/2025,1372,6,4,3,0.44,0.29,0.22
TN,LOC,STORE,LN,3/17/2025,1352,5,4,4,0.37,0.3,0.3
TN,LOC,STORE,TU,3/17/2025,1435,8,6,5,0.56,0.42,0.35
TX,ILP,OMNI,FT,3/17/2025,40549,101,86,67,0.25,0.21,0.17
TX,ILP,OMNI,LN,3/17/2025,1561,5,5,5,0.32,0.32,0.32
TX,ILP,OMNI,TU,3/17/2025,56548,112,103,69,0.2,0.18,0.12
TX,ILP,STORE,FT,3/17/2025,27076,172,96,81,0.64,0.35,0.3
TX,ILP,STORE,LN,3/17/2025,13051,35,20,16,0.27,0.15,0.12
TX,ILP,STORE,TU,3/17/2025,11039,32,27,19,0.29,0.24,0.17
WI,ILP,OMNI,FT,3/17/2025,1703,6,4,2,0.35,0.23,0.12
WI,ILP,OMNI,LN,3/17/2025,80,0,0,0,0,0,0
WI,ILP,OMNI,TU,3/17/2025,10258,17,16,13,0.17,0.16,0.13
WI,ILP,STORE,FT,3/17/2025,885,3,3,3,0.34,0.34,0.34
WI,ILP,STORE,LN,3/17/2025,581,0,0,0,0,0,0
WI,ILP,STORE,TU,3/17/2025,1360,7,6,6,0.51,0.44,0.44
WY,PDL,STORE,FT,3/17/2025,107,2,2,1,1.87,1.87,0.93
WY,PDL,STORE,TU,3/17/2025,437,1,1,1,0.23,0.23,0.23
AL,ILP,OMNI,TU,3/31/2025,17734,113,110,101,0.64,0.62,0.57
AL,ILP,STORE,LN,3/31/2025,8,0,0,0,0,0,0
